x,y,z,scalar
-0.0686898780028,-0.086000155936,-0.993924380342,-0.993924380342
-0.501746585278,0.386375128402,-0.773928048539,-0.773928048539
0.195816016774,-0.123773433628,0.972798141807,0.972798141807
0.0978702430265,0.0207798746328,0.994982217097,0.994982217097
0.157848111675,0.571093417663,0.80556581478,0.80556581478
0.937324568912,0.341795937986,0.0678099497844,0.0678099497844
0.788765029971,-0.564933567423,0.242280399317,0.242280399317
-0.28589983443,0.823495891038,0.490016124343,0.490016124343
0.354396566263,0.619848049317,0.700136750627,0.700136750627
0.728546586673,-0.619009491755,-0.293337894184,-0.293337894184
-0.674997677868,0.481123604685,0.559373052522,0.559373052522
-0.129868680605,-0.745271814744,-0.653990862281,-0.653990862281
0.240992207441,0.964053434905,-0.111909475024,-0.111909475024
-0.560795610973,0.480679397455,0.67413322094,0.67413322094
0.63446936795,-0.269711663836,-0.724364714438,-0.724364714438
-0.69120018508,-0.0202056162267,-0.722380811774,-0.722380811774
-0.928124916766,-0.131642763682,-0.348215912399,-0.348215912399
0.70029935941,0.0110921382645,0.713763106134,0.713763106134
-0.778857850087,0.603702874962,0.170068480677,0.170068480677
-0.628929580452,-0.234589307876,0.741225633301,0.741225633301
0.0762205949026,0.105669592142,0.991475848525,0.991475848525
0.529004735038,-0.284791873734,0.799404515225,0.799404515225
0.990059665025,0.118609242989,0.0755890677791,0.0755890677791
-0.17107403875,0.938093856708,-0.301186967302,-0.301186967302
-0.852516026801,-0.507919261868,0.123427903941,0.123427903941
-0.677422454361,0.731033183963,-0.0817881548405,-0.0817881548405
0.336332744782,0.266533209401,0.903238801798,0.903238801798
0.701485231326,0.613982181156,0.361862337712,0.361862337712
-0.544830872815,0.827780785572,0.133933905588,0.133933905588
-0.803516507691,0.512990168966,0.301997199346,0.301997199346
-0.965463607327,0.214918748324,-0.147275098185,-0.147275098185
-0.0282966467872,-0.00609617666442,0.999580980417,0.999580980417
-0.91455374082,-0.19556099701,0.354044279152,0.354044279152
0.049922485219,0.904296624496,0.423975660144,0.423975660144
-0.58825339875,0.0153947201817,-0.808530111653,-0.808530111653
-0.16107478276,-0.0922637027894,-0.982620131845,-0.982620131845
-0.108817658763,-0.228668748756,-0.967403390775,-0.967403390775
0.889663487119,0.456158310683,-0.020456668384,-0.020456668384
0.123493633776,-0.073073649327,0.989651233613,0.989651233613
0.490475544692,0.330720849689,-0.806261408999,-0.806261408999
0.981258965991,0.0345561288313,0.189569817276,0.189569817276
-0.225506840698,-0.639580064768,0.734904079149,0.734904079149
-0.148219445615,-0.165673859505,-0.974978547568,-0.974978547568
0.179287651684,-0.00230510862129,-0.983793994913,-0.983793994913
0.13375552848,0.534320218476,-0.834632471648,-0.834632471648
0.998387024191,0.0210758190245,-0.0527177368502,-0.0527177368502
-0.185923610943,0.172118777637,0.967371457755,0.967371457755
-0.074772446594,-0.244251083576,-0.966824952824,-0.966824952824
-0.0648936148343,-0.00570933780547,0.997875855112,0.997875855112
-0.0908617541301,0.536528533201,-0.838976325469,-0.838976325469
0.80420222461,-0.526291339264,0.276181476839,0.276181476839
0.0898029865172,0.0120811644425,-0.995886273165,-0.995886273165
-0.534892533213,-0.751066984737,-0.38702501515,-0.38702501515
-0.4373958739,-0.353410815353,-0.826913323805,-0.826913323805
0.658232742421,0.611311279755,-0.439349719527,-0.439349719527
0.188232222541,0.248851109604,0.950074605305,0.950074605305
-0.0210488007585,0.462250828135,-0.886499362591,-0.886499362591
-0.586603300896,-0.781239896208,-0.213449741043,-0.213449741043
-0.00396533822706,0.0264228302348,-0.99964299134,-0.99964299134
0.589370533444,-0.776928723493,-0.22141394021,-0.22141394021
-0.468184084895,-0.315002820018,-0.82557669906,-0.82557669906
0.234034098715,-0.251969135526,-0.939009901642,-0.939009901642
0.00312450397774,0.0383592947587,0.999259126544,0.999259126544
0.526519274145,0.526662802154,0.667385755603,0.667385755603
0.587170263834,0.781668602161,0.21029806862,0.21029806862
0.174654145135,-0.172491106436,-0.969403294706,-0.969403294706
-0.311292062585,-0.936798569945,0.159705012824,0.159705012824
0.0116546874883,0.970480366113,-0.240898375356,-0.240898375356
-0.186241329177,-0.885650731473,-0.425366840677,-0.425366840677
0.0413780709525,-0.0234362610569,-0.998868658489,-0.998868658489
-0.934023223136,-0.0857799381617,0.346759889336,0.346759889336
-0.536388874,-0.253686887511,-0.804940953707,-0.804940953707
-0.425389621913,-0.00765467034479,0.904977942047,0.904977942047
-0.312157258553,0.10763636323,0.94391326892,0.94391326892
-0.765015377412,0.49072808629,-0.417058050695,-0.417058050695
0.831176316874,-0.277637888694,0.481729315103,0.481729315103
0.0927819691554,0.146619008727,-0.984832154471,-0.984832154471
0.148014325378,0.177961031018,-0.972842038011,-0.972842038011
-0.931973663527,-0.309574937951,-0.188649008173,-0.188649008173
0.0867916227682,0.168359805483,0.9818972401,0.9818972401
-0.588702861596,0.779251295116,0.214933384586,0.214933384586
-0.351417499188,0.769002647246,0.53398564568,0.53398564568
0.490963888923,-0.629285421635,-0.602456901272,-0.602456901272
-0.0344405903367,0.921308718243,-0.387303616595,-0.387303616595
0.187441505912,0.147486790653,-0.971140220794,-0.971140220794
-0.268802331857,0.190327105696,0.944203844107,0.944203844107
0.987129103566,-0.0968611671999,-0.127255833583,-0.127255833583
0.994723267941,-0.00561408063676,0.102440725862,0.102440725862
-0.950759944386,-0.302379383627,-0.0679870319171,-0.0679870319171
0.0469579558695,-0.610767117911,-0.790416648394,-0.790416648394
0.0325341780144,-0.294318734427,-0.955153395967,-0.955153395967
0.170847391138,-0.936370298379,0.306629798382,0.306629798382
-0.343091078207,-0.4241353551,0.838091708949,0.838091708949
0.231185239528,-0.312614659011,-0.921317241777,-0.921317241777
0.301853263836,-0.627987783958,-0.717297672038,-0.717297672038
-0.156916430252,0.129814237675,0.979043154112,0.979043154112
-0.794866318808,0.603511437485,-0.0629402895582,-0.0629402895582
0.99259720585,0.120584994481,-0.0144929653605,-0.0144929653605
0.655668798413,0.540632023717,-0.527082006636,-0.527082006636
0.32639054878,-0.0576581362151,-0.943474826901,-0.943474826901
